,Anti-social behaviour,Bicycle theft,Burglary,Criminal damage and arson,Drugs,Location,Other crime,Other theft,Possession of weapons,Public order,Robbery,Shoplifting,Theft from the person,Time,Vehicle crime,Violence and sexual offences,Latitude,Longitude
328,6159.0,77,1130.0,1577,181,Lancashire Constabulary,182,1204,38,286,88.0,840,99,1488326400.0,1029,3057,53.770335,-2.474098
329,1346.0,139,799.0,759,139,Leicestershire Police,122,952,60,290,53.0,575,62,1488326400.0,829,1742,52.626506,-1.201724
330,1702.0,60,362.0,455,141,Lincolnshire Police,62,374,23,97,20.0,474,18,1488326400.0,242,778,53.051902,0.084476
331,4368.0,116,1001.0,1434,582,Merseyside Police,184,980,56,673,118.0,963,177,1488326400.0,1000,2971,53.486621,-2.875002
332,18918.0,1587,6336.0,5300,2936,Metropolitan Police Service,917,9309,552,4154,2546.0,4262,4305,1488326400.0,9001,18982,51.593835,0.145888
333,1740.0,117,299.0,659,179,Norfolk Constabulary,155,446,30,395,26.0,467,59,1488326400.0,179,1711,52.745153,0.946326
334,1511.0,37,347.0,572,102,North Wales Police,62,368,17,122,19.0,340,19,1488326400.0,165,1332,53.31958,-3.811975
335,2540.0,78,312.0,555,153,North Yorkshire Police,66,381,19,105,16.0,398,30,1488326400.0,157,965,54.113705,-2.513759
336,2426.0,65,553.0,643,92,Northamptonshire Police,87,451,45,111,78.0,440,47,1488326400.0,676,1614,52.502162,-0.690547
337,4930.0,59,587.0,1673,477,Police Service of Northern Ireland,281,1115,83,94,46.0,496,25,1488326400.0,380,3079,54.59497,-5.922687
338,5090.0,178,818.0,2107,232,Northumbria Police,311,1384,102,1467,77.0,1317,137,1488326400.0,661,3799,54.967838,-1.754552
339,2624.0,138,684.0,982,265,Nottinghamshire Police,123,1011,76,466,79.0,855,78,1488326400.0,693,2466,53.145769,-1.268696
340,2949.0,181,682.0,1275,307,South Wales Police,242,889,39,721,46.0,784,92,1488326400.0,869,3034,51.637363,-3.648881
341,5898.0,124,1361.0,1844,170,South Yorkshire Police,308,1487,107,907,142.0,1077,173,1488326400.0,1129,3621,53.59872,-1.461068
342,3054.0,97,598.0,900,195,Staffordshire Police,223,772,53,387,52.0,721,38,1488326400.0,473,2657,52.769868,-1.943961
343,908.0,82,337.0,550,117,Suffolk Constabulary,93,437,43,335,26.0,352,29,1488326400.0,301,1606,52.160886,0.71043
344,2197.0,106,658.0,834,182,Surrey Police,130,791,49,611,28.0,384,50,1488326400.0,480,1872,51.407868,-0.370967
345,3526.0,194,672.0,1235,294,Sussex Police,245,1153,109,840,103.0,779,132,1488326400.0,565,3183,50.84423,-0.244128
346,3131.0,507,1038.0,1606,468,Thames Valley Police,231,1773,127,424,104.0,1705,313,1488326400.0,1282,3167,51.998128,-0.985426
347,1336.0,47,386.0,374,81,Warwickshire Police,81,410,21,193,27.0,278,24,1488326400.0,374,1098,52.639577,-1.636309
348,3787.0,81,704.0,837,196,West Mercia Police,157,793,50,373,50.0,520,51,1488326400.0,462,2747,52.432283,-2.10837
349,4653.0,254,2313.0,2328,448,West Midlands Police,259,1920,162,778,606.0,1709,230,1488326400.0,3042,4862,52.594185,-1.838265
350,4704.0,155,2165.0,2760,430,West Yorkshire Police,624,2198,149,1718,222.0,1734,349,1488326400.0,2279,6951,53.944327,-1.886875
351,1566.0,42,335.0,522,90,Wiltshire Police,53,400,22,216,18.0,307,46,1488326400.0,312,1255,51.634046,-1.720719
352,3539.0,267,1018.0,1529,189,Avon and Somerset Constabulary,189,1172,55,1532,118.0,1144,117,1491001200.0,1155,3768,51.415233,-2.497799
353,1950.0,97,602.0,522,91,Bedfordshire Police,41,458,28,194,63.0,364,51,1491001200.0,456,871,52.224664,-0.533857
354,2012.0,318,541.0,752,112,Cambridgeshire Constabulary,68,599,36,358,58.0,455,67,1491001200.0,536,1421,52.228485,0.136532
355,2707.0,106,367.0,788,139,Cheshire Constabulary,89,480,38,1239,26.0,615,25,1491001200.0,286,1911,53.335696,-2.028703
356,152.0,33,20.0,31,34,City of London Police,12,137,4,19,3.0,60,35,1491001200.0,13,73,51.517577,-0.098062
357,3774.0,82,446.0,789,116,Cleveland Police,63,564,20,195,39.0,626,36,1491001200.0,295,1209,54.71119,-1.235446
358,1133.0,24,146.0,498,42,Cumbria Constabulary,43,205,19,115,10.0,218,20,1491001200.0,92,793,54.877725,-3.380599
359,3442.0,66,514.0,713,177,Derbyshire Constabulary,77,580,29,95,45.0,519,42,1491001200.0,595,1138,53.099173,-1.376719
360,4017.0,87,474.0,1285,284,Devon & Cornwall Police,154,889,59,487,32.0,640,68,1491001200.0,438,2865,50.827132,-4.543901
361,2362.0,126,407.0,587,131,Dorset Police,33,516,15,126,14.0,332,54,1491001200.0,325,1167,50.771593,-1.896978
362,1845.0,43,392.0,918,59,Durham Constabulary,116,481,23,494,17.0,368,22,1491001200.0,259,1948,54.89599,-1.732115
363,1408.0,22,144.0,333,113,Dyfed-Powys Police,44,228,9,74,1.0,137,6,1491001200.0,86,753,52.101675,-4.059557
364,4216.0,242,1030.0,1362,252,Essex Police,238,1139,142,758,133.0,820,93,1491001200.0,1072,3364,51.636915,0.407541
365,2076.0,87,357.0,393,70,Gloucestershire Constabulary,46,324,15,99,27.0,360,25,1491001200.0,362,723,51.908526,-2.088146
366,8651.0,408,2761.0,3744,388,Greater Manchester Police,525,2015,200,3495,523.0,1614,528,1491001200.0,2338,7688,53.619073,-2.423752
367,1961.0,30,343.0,765,167,Gwent Police,109,466,9,310,29.0,393,24,1491001200.0,278,1108,51.802661,-3.210621
368,4432.0,332,1100.0,1663,287,Hampshire Constabulary,204,1159,107,1241,98.0,1004,95,1491001200.0,896,4537,51.357251,-1.133567
369,3022.0,158,582.0,861,245,Hertfordshire Constabulary,147,744,296,567,67.0,661,67,1491001200.0,683,1859,51.776773,-0.008469
370,1706.0,128,773.0,1114,118,Humberside Police,142,704,20,351,64.0,718,55,1491001200.0,573,2212,54.103989,-0.201317
371,3918.0,160,968.0,1911,180,Kent Police,259,1320,63,608,136.0,1004,82,1491001200.0,1009,4392,51.18331,0.937911
372,6800.0,138,1173.0,1696,149,Lancashire Constabulary,148,1238,31,304,77.0,754,125,1491001200.0,953,3023,53.770335,-2.474098
373,1622.0,121,679.0,721,162,Leicestershire Police,107,855,58,280,60.0,463,42,1491001200.0,821,1602,52.626506,-1.201724
374,1897.0,102,493.0,494,143,Lincolnshire Police,52,393,38,111,28.0,395,23,1491001200.0,261,791,53.051902,0.084476
375,4619.0,139,1066.0,1449,523,Merseyside Police,198,954,57,631,115.0,785,162,1491001200.0,935,2866,53.486621,-2.875002
376,19806.0,1681,5634.0,4934,2411,Metropolitan Police Service,722,8298,506,3619,2419.0,3737,3677,1491001200.0,8286,16647,51.593835,0.145888
